distortion,actual_psnr,cnn_predicted,brisque_predicted,cnn_error,brisque_error
Gaussian_s010,20.34,20.32,54.96,0.02,34.62
Gaussian_s010,20.4,20.68,54.69,0.28,34.3
Gaussian_s010,20.48,19.59,53.85,0.89,33.37
Gaussian_s010,20.37,21.39,54.93,1.01,34.55
Gaussian_s010,20.37,21.2,55.75,0.83,35.38
Gaussian_s010,20.37,20.22,54.94,0.15,34.56
Gaussian_s010,20.47,20.02,54.17,0.45,33.7
Gaussian_s010,20.36,19.91,54.43,0.45,34.06
Gaussian_s010,20.41,20.61,55.44,0.2,35.02
Gaussian_s010,20.33,20.0,54.75,0.33,34.42
Gaussian_s010,20.33,19.65,55.26,0.68,34.94
Gaussian_s010,20.32,22.1,55.43,1.78,35.11
Gaussian_s010,20.28,20.0,55.33,0.28,35.05
Gaussian_s010,20.24,20.37,55.66,0.13,35.42
Gaussian_s010,20.35,19.59,54.55,0.76,34.2
Gaussian_s010,20.37,20.62,54.76,0.25,34.39
Gaussian_s010,20.34,19.34,53.88,1.0,33.54
Gaussian_s010,20.23,20.19,56.32,0.04,36.09
Gaussian_s010,20.31,19.73,53.9,0.58,33.59
Gaussian_s010,20.33,19.74,55.73,0.59,35.4
Gaussian_s010,20.38,19.48,55.21,0.9,34.83
Gaussian_s010,20.22,19.68,55.77,0.54,35.54
Gaussian_s010,20.34,19.96,54.19,0.38,33.84
Gaussian_s010,20.31,19.99,55.6,0.31,35.29
Gaussian_s010,20.34,19.98,55.34,0.36,35.0
Gaussian_s010,20.37,22.19,54.97,1.82,34.6
Gaussian_s010,20.29,20.09,55.28,0.2,35.0
Gaussian_s010,20.3,19.68,55.6,0.63,35.3
Gaussian_s010,20.36,19.49,55.21,0.87,34.85
Gaussian_s010,20.39,19.88,53.91,0.51,33.52
Gaussian_s010,20.44,20.04,55.16,0.39,34.72
Gaussian_s010,20.34,19.75,54.93,0.59,34.59
Gaussian_s010,20.27,19.98,55.54,0.29,35.27
Gaussian_s010,20.31,23.24,55.72,2.93,35.41
Gaussian_s010,20.47,22.13,54.3,1.66,33.83
Gaussian_s010,20.27,20.43,55.77,0.15,35.49
Gaussian_s010,20.39,20.85,55.73,0.46,35.34
Gaussian_s010,20.32,20.62,55.62,0.29,35.29
Gaussian_s010,20.26,19.5,54.68,0.76,34.42
Gaussian_s010,20.28,20.15,55.15,0.13,34.87
Gaussian_s010,20.39,20.23,55.57,0.16,35.18
Gaussian_s010,20.35,20.65,55.19,0.3,34.84
Gaussian_s010,20.38,20.12,54.37,0.26,34.0
Gaussian_s010,20.36,19.56,54.47,0.79,34.11
Gaussian_s010,20.28,20.09,55.7,0.18,35.43
Gaussian_s010,20.25,19.97,55.07,0.28,34.81
Gaussian_s010,20.28,19.78,55.02,0.51,34.73
Gaussian_s010,20.43,20.17,53.9,0.26,33.47
Gaussian_s010,20.3,20.35,55.59,0.06,35.3
Gaussian_s010,20.42,19.96,55.23,0.46,34.81
Gaussian_s010,20.38,20.0,55.28,0.38,34.9
Gaussian_s010,20.46,20.42,54.4,0.03,33.95
Gaussian_s010,20.37,20.23,55.62,0.14,35.25
Gaussian_s010,20.35,19.65,54.76,0.7,34.41
Gaussian_s010,20.33,19.79,56.2,0.54,35.87
Gaussian_s010,20.28,20.33,55.7,0.05,35.41
Gaussian_s010,20.29,19.49,54.87,0.81,34.58
Gaussian_s010,20.39,22.27,55.24,1.88,34.84
Gaussian_s010,20.45,20.84,54.05,0.39,33.6
Gaussian_s010,20.35,19.26,54.36,1.09,34.01
Gaussian_s010,20.49,20.15,53.56,0.33,33.07
Gaussian_s010,20.47,19.93,54.28,0.54,33.81
Gaussian_s010,20.33,19.57,55.39,0.76,35.06
Gaussian_s010,20.28,19.78,55.37,0.51,35.09
Gaussian_s010,20.3,20.28,55.13,0.02,34.84
Gaussian_s010,20.38,20.59,54.72,0.22,34.34
Gaussian_s010,20.48,20.05,55.48,0.43,35.0
Gaussian_s010,20.33,21.59,54.66,1.26,34.33
Gaussian_s010,20.36,19.87,55.13,0.49,34.78
Gaussian_s010,20.28,20.01,54.57,0.27,34.29
Gaussian_s010,20.23,19.77,55.61,0.46,35.37
Gaussian_s010,20.27,19.82,54.67,0.44,34.41
Gaussian_s010,20.45,19.87,53.25,0.58,32.81
Gaussian_s010,20.37,20.19,55.21,0.18,34.85
Gaussian_s010,20.36,20.95,55.72,0.59,35.36
Gaussian_s010,20.37,19.98,55.16,0.39,34.8
Gaussian_s010,20.29,21.3,54.79,1.01,34.5
Gaussian_s010,20.28,20.39,55.26,0.11,34.98
Gaussian_s010,20.39,20.21,55.24,0.18,34.85
Gaussian_s010,20.26,20.15,54.98,0.11,34.72
Gaussian_s010,20.39,20.19,55.38,0.2,35.0
Gaussian_s010,20.33,20.02,55.57,0.31,35.24
Gaussian_s010,20.37,20.14,54.8,0.23,34.44
Gaussian_s010,20.31,20.13,55.06,0.18,34.75
Gaussian_s010,20.37,20.55,54.79,0.18,34.42
Gaussian_s010,20.4,20.18,52.67,0.22,32.27
Gaussian_s010,20.34,20.39,54.84,0.06,34.51
Gaussian_s010,20.45,19.72,54.95,0.74,34.5
Gaussian_s010,20.28,19.82,55.56,0.46,35.27
Gaussian_s010,20.25,19.71,55.34,0.54,35.09
Gaussian_s010,20.4,21.26,55.17,0.86,34.77
Gaussian_s010,20.31,20.04,55.78,0.27,35.47
Gaussian_s010,20.33,19.71,55.34,0.62,35.01
Gaussian_s010,20.34,19.57,54.93,0.76,34.59
Gaussian_s010,20.5,20.06,54.71,0.44,34.22
Gaussian_s010,20.26,20.43,55.27,0.18,35.02
Gaussian_s010,20.26,24.14,55.02,3.88,34.76
Gaussian_s010,20.28,20.68,54.77,0.4,34.49
Gaussian_s010,20.28,19.4,55.66,0.88,35.38
Gaussian_s010,20.32,20.07,54.58,0.25,34.26
Gaussian_s010,20.34,20.01,55.52,0.32,35.19
Gaussian_s010,20.38,19.49,54.9,0.9,34.51
Gaussian_s010,20.31,19.86,55.36,0.45,35.05
Gaussian_s010,20.32,20.58,55.25,0.25,34.93
Gaussian_s010,20.23,19.88,55.7,0.36,35.47
Gaussian_s010,20.38,21.87,54.89,1.49,34.51
Gaussian_s010,20.35,20.76,54.51,0.41,34.16
Gaussian_s010,20.27,20.04,55.29,0.23,35.02
Gaussian_s010,20.31,20.37,55.54,0.06,35.22
Gaussian_s010,20.23,19.64,55.76,0.59,35.52
Gaussian_s010,20.22,19.73,54.97,0.49,34.74
Gaussian_s010,20.33,20.11,55.78,0.23,35.45
Gaussian_s010,20.32,19.54,55.13,0.79,34.81
Gaussian_s010,20.35,19.8,55.42,0.55,35.07
Gaussian_s010,20.31,20.02,55.23,0.28,34.92
Gaussian_s010,20.24,19.96,55.6,0.28,35.36
Gaussian_s010,20.25,19.71,55.59,0.55,35.34
Gaussian_s010,20.44,19.76,54.65,0.68,34.21
Gaussian_s010,20.34,19.97,54.85,0.37,34.52
Gaussian_s010,20.27,19.82,54.47,0.45,34.2
Gaussian_s010,20.2,19.82,55.44,0.37,35.25
Gaussian_s010,20.4,22.39,55.72,2.0,35.32
Gaussian_s010,20.25,20.05,54.93,0.19,34.69
Gaussian_s010,20.27,20.04,55.17,0.23,34.91
Gaussian_s010,20.24,20.63,55.62,0.38,35.38
Gaussian_s010,20.36,20.17,55.15,0.19,34.79
Gaussian_s010,20.29,19.52,56.12,0.77,35.83
Gaussian_s010,20.67,19.9,52.22,0.78,31.55
Gaussian_s010,20.31,19.96,54.48,0.35,34.17
Gaussian_s010,20.28,19.64,55.69,0.64,35.41
Gaussian_s010,20.39,20.58,54.87,0.19,34.48
Gaussian_s010,20.26,19.43,55.01,0.83,34.75
Gaussian_s010,20.35,21.6,54.35,1.25,34.0
Gaussian_s010,20.33,19.92,55.56,0.42,35.23
Gaussian_s010,20.21,21.41,55.75,1.2,35.53
Gaussian_s010,20.4,19.92,53.76,0.48,33.36
Gaussian_s010,20.43,19.98,54.0,0.45,33.57
Gaussian_s010,20.39,20.01,54.78,0.37,34.39
Gaussian_s010,20.47,20.89,54.39,0.42,33.92
Gaussian_s010,20.37,19.82,54.85,0.55,34.48
Gaussian_s010,20.28,19.98,55.14,0.3,34.86
Gaussian_s010,20.26,20.56,55.49,0.3,35.23
Gaussian_s010,20.34,20.02,54.02,0.33,33.68
Gaussian_s010,20.43,20.55,54.13,0.12,33.69
Gaussian_s010,20.45,20.1,55.42,0.35,34.98
Gaussian_s010,20.3,21.92,55.31,1.61,35.0
Gaussian_s010,20.49,20.83,54.87,0.34,34.38
Gaussian_s010,20.45,20.16,54.49,0.29,34.04
Gaussian_s010,20.4,20.2,54.77,0.2,34.37
Gaussian_s010,20.37,20.08,55.09,0.29,34.71
Gaussian_s010,20.25,19.89,55.71,0.36,35.46
Gaussian_s010,20.32,20.38,55.58,0.06,35.26
Gaussian_s010,20.39,20.0,54.58,0.39,34.2
Gaussian_s010,20.34,19.9,55.28,0.44,34.94
Gaussian_s010,20.3,19.68,55.41,0.62,35.1
Gaussian_s010,20.29,20.19,55.03,0.1,34.73
Gaussian_s010,20.39,19.54,54.63,0.85,34.25
Gaussian_s010,20.29,21.32,54.22,1.03,33.93
Gaussian_s010,20.3,20.12,55.69,0.18,35.4
Gaussian_s010,20.42,19.74,55.22,0.68,34.8
Gaussian_s010,20.34,20.19,55.74,0.14,35.41
Gaussian_s010,20.42,20.21,54.45,0.21,34.04
Gaussian_s010,20.24,20.05,55.67,0.2,35.43
Gaussian_s010,20.31,20.2,55.25,0.11,34.94
Gaussian_s010,20.27,19.6,54.91,0.68,34.64
Gaussian_s010,20.2,19.49,55.98,0.7,35.78
Gaussian_s010,20.37,20.18,54.92,0.19,34.55
Gaussian_s010,20.37,20.02,54.5,0.35,34.13
Gaussian_s010,20.3,19.85,55.38,0.46,35.07
Gaussian_s010,20.32,22.44,54.83,2.12,34.51
Gaussian_s010,20.49,19.87,53.63,0.62,33.14
Gaussian_s010,20.34,21.1,55.24,0.76,34.89
Gaussian_s010,20.33,19.82,55.46,0.51,35.13
Gaussian_s010,20.44,19.5,52.88,0.94,32.45
Gaussian_s010,20.34,19.96,54.71,0.38,34.36
Gaussian_s010,20.2,19.93,55.64,0.27,35.44
Gaussian_s010,20.33,19.97,55.1,0.36,34.77
Gaussian_s010,20.37,20.0,54.88,0.37,34.51
Gaussian_s010,20.31,19.84,54.88,0.46,34.57
Gaussian_s010,20.54,19.99,54.58,0.55,34.03
Gaussian_s010,20.39,21.53,55.41,1.14,35.02
Gaussian_s010,20.32,20.21,54.47,0.11,34.16
Gaussian_s010,20.27,20.35,54.91,0.08,34.64
Gaussian_s010,20.36,19.88,55.23,0.48,34.87
Gaussian_s010,20.4,19.99,55.13,0.4,34.73
Gaussian_s010,20.28,19.71,55.09,0.57,34.81
Gaussian_s010,20.37,19.93,54.57,0.45,34.2
Gaussian_s010,20.36,19.84,55.58,0.52,35.22
Gaussian_s010,20.25,20.1,55.66,0.15,35.41
Gaussian_s010,20.38,20.4,55.05,0.02,34.67
Gaussian_s010,20.28,19.81,55.31,0.48,35.03
Gaussian_s010,20.43,19.94,54.62,0.5,34.19
Gaussian_s010,20.28,19.78,54.9,0.5,34.61
Gaussian_s010,20.31,21.11,55.36,0.8,35.05
Gaussian_s010,20.34,20.01,55.05,0.33,34.72
Gaussian_s010,20.4,20.25,54.85,0.15,34.45
Gaussian_s010,20.36,20.61,55.53,0.25,35.17
Gaussian_s010,20.33,20.07,55.42,0.26,35.09
Gaussian_s010,20.33,19.99,55.76,0.35,35.42
Gaussian_s010,20.32,20.24,55.02,0.08,34.7
Gaussian_s010,20.28,19.52,56.17,0.76,35.88
Blur_s1,22.52,22.57,52.16,0.04,29.63
Blur_s1,23.51,23.03,54.76,0.49,31.25
Blur_s1,23.59,23.48,54.98,0.11,31.39
Blur_s1,23.51,22.52,54.17,0.99,30.66
Blur_s1,21.84,22.05,52.62,0.21,30.77
Blur_s1,22.43,21.98,53.18,0.45,30.75
Blur_s1,22.37,22.53,55.05,0.15,32.68
Blur_s1,22.23,22.41,53.32,0.18,31.09
Blur_s1,21.72,21.8,56.43,0.08,34.71
Blur_s1,23.4,22.76,55.41,0.64,32.01
Blur_s1,23.73,22.43,51.86,1.31,28.13
Blur_s1,23.2,21.94,55.57,1.26,32.38
Blur_s1,22.93,22.45,55.87,0.48,32.94
Blur_s1,22.26,22.63,56.09,0.36,33.83
Blur_s1,22.63,22.55,53.37,0.08,30.74
Blur_s1,22.76,23.2,54.46,0.44,31.7
Blur_s1,23.2,22.63,52.87,0.57,29.67
Blur_s1,23.88,23.26,42.88,0.62,19.0
Blur_s1,24.27,23.78,54.8,0.49,30.53
Blur_s1,24.09,22.87,50.92,1.23,26.83
Blur_s1,23.29,21.98,54.26,1.31,30.97
Blur_s1,24.92,23.74,50.44,1.18,25.52
Blur_s1,23.09,23.11,54.37,0.01,31.28
Blur_s1,23.08,22.43,55.08,0.66,31.99
Blur_s1,24.1,24.17,51.89,0.07,27.79
Blur_s1,22.66,22.02,51.54,0.64,28.87
Blur_s1,22.31,22.26,55.4,0.05,33.09
Blur_s1,22.58,22.14,52.79,0.44,30.21
Blur_s1,22.46,22.64,53.09,0.18,30.63
Blur_s1,22.97,22.92,52.63,0.05,29.66
Blur_s1,23.64,23.08,52.01,0.56,28.37
Blur_s1,22.11,22.09,53.58,0.02,31.47
Blur_s1,22.31,23.02,50.24,0.71,27.93
Blur_s1,23.06,22.24,55.7,0.81,32.64
Blur_s1,23.92,22.35,53.76,1.56,29.84
Blur_s1,22.03,22.42,55.29,0.39,33.26
Blur_s1,21.96,22.0,54.49,0.05,32.53
Blur_s1,22.65,22.22,54.85,0.43,32.2
Blur_s1,22.49,21.87,55.89,0.62,33.4
Blur_s1,24.34,23.55,51.77,0.79,27.42
Blur_s1,22.23,22.15,54.22,0.08,31.98
Blur_s1,21.32,21.95,53.21,0.63,31.89
Blur_s1,21.59,22.34,55.48,0.74,33.89
Blur_s1,22.95,22.99,54.21,0.04,31.26
Blur_s1,22.39,22.19,54.89,0.21,32.5
Blur_s1,22.47,22.54,56.98,0.07,34.51
Blur_s1,22.72,22.23,54.52,0.48,31.8
Blur_s1,22.68,22.29,54.34,0.39,31.66
Blur_s1,22.93,22.03,54.23,0.9,31.31
Blur_s1,22.84,22.5,48.53,0.34,25.69
Blur_s1,21.77,21.68,56.63,0.08,34.87
Blur_s1,24.01,23.51,54.29,0.49,30.28
Blur_s1,23.86,22.94,53.56,0.92,29.71
Blur_s1,22.54,22.13,54.82,0.41,32.28
Blur_s1,21.94,21.66,55.5,0.28,33.56
Blur_s1,22.53,22.17,54.84,0.35,32.32
Blur_s1,21.61,21.17,48.69,0.44,27.07
Blur_s1,25.55,23.15,54.43,2.4,28.88
Blur_s1,22.11,22.67,54.84,0.56,32.73
Blur_s1,22.12,22.31,54.22,0.19,32.1
Blur_s1,23.71,23.18,54.36,0.53,30.65
Blur_s1,23.26,22.43,51.47,0.83,28.21
Blur_s1,23.58,22.74,54.05,0.84,30.47
Blur_s1,22.6,21.99,55.35,0.61,32.75
Blur_s1,21.32,21.66,53.87,0.33,32.55
Blur_s1,21.48,21.32,56.61,0.16,35.13
Blur_s1,23.62,23.37,52.95,0.24,29.33
Blur_s1,23.08,22.13,54.87,0.95,31.79
Blur_s1,22.8,22.68,46.94,0.12,24.14
Blur_s1,22.0,22.17,51.13,0.17,29.13
Blur_s1,23.59,23.08,48.01,0.51,24.43
Blur_s1,23.59,22.78,53.41,0.81,29.82
Blur_s1,22.32,21.91,56.35,0.41,34.04
Blur_s1,23.54,22.83,54.44,0.71,30.9
Blur_s1,22.83,22.73,51.88,0.1,29.05
Blur_s1,22.6,21.62,55.07,0.98,32.47
Blur_s1,22.83,22.45,54.8,0.38,31.97
Blur_s1,23.46,22.45,56.36,1.01,32.9
Blur_s1,23.31,22.85,51.99,0.46,28.67
Blur_s1,21.86,22.19,53.56,0.33,31.7
Blur_s1,23.15,22.99,53.36,0.16,30.22
Blur_s1,22.57,22.65,55.78,0.08,33.21
Blur_s1,21.62,22.06,57.36,0.45,35.75
Blur_s1,23.26,22.28,54.51,0.97,31.25
Blur_s1,24.73,23.95,54.79,0.78,30.06
Blur_s1,21.84,21.28,54.37,0.56,32.53
Blur_s1,22.67,22.93,54.17,0.26,31.5
Blur_s1,23.08,22.84,53.46,0.24,30.38
Blur_s1,23.47,23.78,52.62,0.31,29.15
Blur_s1,21.95,22.76,53.65,0.82,31.7
Blur_s1,21.57,22.09,56.82,0.52,35.24
Blur_s1,23.39,22.56,51.65,0.83,28.26
Blur_s1,23.56,22.93,49.97,0.63,26.4
Blur_s1,25.61,24.19,45.23,1.41,19.62
Blur_s1,23.15,22.58,55.57,0.57,32.42
Blur_s1,23.62,21.92,56.31,1.7,32.69
Blur_s1,24.68,25.14,54.97,0.45,30.28
Blur_s1,21.69,22.01,53.17,0.31,31.47
Blur_s1,23.4,22.78,53.95,0.62,30.55
Blur_s1,22.37,22.31,56.42,0.05,34.05
Blur_s1,23.21,23.62,51.89,0.41,28.68
Blur_s1,23.7,23.29,51.9,0.41,28.2
Blur_s1,20.85,21.25,55.87,0.4,35.02
Blur_s1,22.6,22.91,52.69,0.31,30.09
Blur_s1,23.4,23.2,54.34,0.21,30.94
Blur_s1,22.51,23.17,52.71,0.66,30.21
Blur_s1,21.49,21.18,54.83,0.32,33.34
Blur_s1,21.26,22.25,51.88,0.99,30.62
Blur_s1,22.64,21.9,56.08,0.74,33.44
Blur_s1,21.99,21.97,52.2,0.02,30.21
Blur_s1,22.83,22.25,55.37,0.59,32.54
Blur_s1,22.58,22.17,55.85,0.42,33.27
Blur_s1,22.15,21.7,53.1,0.45,30.95
Blur_s1,22.86,21.74,55.01,1.12,32.15
Blur_s1,23.58,23.76,54.77,0.18,31.19
Blur_s1,21.98,22.09,54.41,0.11,32.42
Blur_s1,23.9,22.97,53.59,0.93,29.69
Blur_s1,23.73,23.44,53.94,0.29,30.21
Blur_s1,22.49,22.72,54.15,0.23,31.66
Blur_s1,23.7,22.61,52.69,1.09,28.99
Blur_s1,22.64,22.81,54.43,0.17,31.79
Blur_s1,22.86,22.74,53.54,0.12,30.68
Blur_s1,23.72,22.56,55.45,1.16,31.74
Blur_s1,23.24,23.06,52.02,0.18,28.78
Blur_s1,22.8,22.88,53.54,0.08,30.73
Blur_s1,23.25,23.31,53.97,0.06,30.73
Blur_s1,23.75,22.73,55.39,1.01,31.65
Blur_s1,24.6,23.14,47.57,1.46,22.97
Blur_s1,21.97,22.01,54.13,0.04,32.16
Blur_s1,21.99,22.67,55.42,0.68,33.43
Blur_s1,23.38,23.01,52.22,0.37,28.84
Blur_s1,24.8,23.06,51.22,1.74,26.41
Blur_s1,24.82,23.84,54.59,0.98,29.77
Blur_s1,23.43,23.03,50.73,0.4,27.31
Blur_s1,24.17,22.88,54.22,1.29,30.05
Blur_s1,25.1,25.7,54.12,0.61,29.03
Blur_s1,22.42,22.65,55.26,0.24,32.85
Blur_s1,22.6,22.81,55.43,0.22,32.83
Blur_s1,22.56,21.68,54.71,0.89,32.15
Blur_s1,22.22,22.65,50.19,0.43,27.97
Blur_s1,21.61,21.76,54.17,0.15,32.55
Blur_s1,24.2,24.57,53.42,0.37,29.22
Blur_s1,22.89,22.84,53.83,0.05,30.93
Blur_s1,25.44,23.78,52.8,1.65,27.36
Blur_s1,23.91,22.93,54.45,0.97,30.55
Blur_s1,21.84,22.06,55.72,0.21,33.88
Blur_s1,24.31,22.87,54.8,1.44,30.49
Blur_s1,22.69,22.46,56.49,0.22,33.8
Blur_s1,23.07,22.43,51.02,0.64,27.95
Blur_s1,24.99,23.5,52.97,1.49,27.98
Blur_s1,22.88,23.41,52.61,0.52,29.73
Blur_s1,24.43,23.33,52.41,1.1,27.98
Blur_s1,23.57,23.58,55.52,0.01,31.94
Blur_s1,22.46,22.18,54.84,0.28,32.38
Blur_s1,22.36,22.38,55.45,0.02,33.09
Blur_s1,23.22,23.22,54.33,0.0,31.11
Blur_s1,22.35,22.1,52.58,0.25,30.23
Blur_s1,25.26,24.58,53.03,0.68,27.77
Blur_s1,24.33,22.97,56.61,1.36,32.28
Blur_s1,22.5,22.38,53.32,0.12,30.82
Blur_s1,23.08,22.83,55.08,0.25,32.0
Blur_s1,22.34,22.11,53.49,0.23,31.15
Blur_s1,23.62,22.54,53.06,1.08,29.44
Blur_s1,24.08,23.28,50.87,0.8,26.79
Blur_s1,23.21,22.59,54.99,0.62,31.79
Blur_s1,23.5,22.32,56.69,1.18,33.19
Blur_s1,23.04,22.93,55.64,0.11,32.6
Blur_s1,21.13,21.44,53.58,0.31,32.45
Blur_s1,22.75,22.3,51.36,0.45,28.61
Blur_s1,21.89,22.43,56.86,0.53,34.97
Blur_s1,22.18,21.54,56.1,0.64,33.93
Blur_s1,23.22,22.44,52.83,0.78,29.61
Blur_s1,23.49,22.47,54.28,1.02,30.79
Blur_s1,21.26,21.56,56.08,0.3,34.82
Blur_s1,22.95,22.47,54.61,0.48,31.66
Blur_s1,21.75,21.68,54.72,0.07,32.96
Blur_s1,24.75,23.13,53.68,1.62,28.93
Blur_s1,22.94,22.31,56.65,0.64,33.71
Blur_s1,22.06,22.79,55.15,0.73,33.09
Blur_s1,22.17,21.42,53.28,0.75,31.11
Blur_s1,22.43,21.92,53.64,0.5,31.21
Blur_s1,22.0,21.56,53.89,0.44,31.89
Blur_s1,23.38,23.18,53.32,0.2,29.93
Blur_s1,25.16,24.3,47.91,0.85,22.76
Blur_s1,23.36,22.37,53.35,0.99,29.99
Blur_s1,24.7,23.51,54.77,1.18,30.08
Blur_s1,23.97,22.62,52.44,1.35,28.47
Blur_s1,23.22,22.85,53.93,0.37,30.7
Blur_s1,22.89,22.6,51.64,0.29,28.74
Blur_s1,22.84,22.41,51.36,0.43,28.52
Blur_s1,23.03,23.0,55.01,0.04,31.97
Blur_s1,22.61,22.95,55.01,0.33,32.4
Blur_s1,23.36,23.11,53.93,0.25,30.57
Blur_s1,20.93,21.6,54.0,0.67,33.07
Blur_s1,24.12,23.26,54.28,0.85,30.16
Blur_s1,24.14,23.01,54.46,1.13,30.32
Blur_s1,26.26,25.31,55.0,0.95,28.74
Blur_s1,23.61,23.75,52.15,0.14,28.54
Blur_s1,22.82,23.02,52.07,0.2,29.25
Blur_s1,22.28,22.08,56.92,0.2,34.63
Blur_s1,22.01,22.84,55.1,0.83,33.08
Blur_s1,23.93,23.15,51.64,0.78,27.71
Blur_s1,21.84,22.1,52.85,0.26,31.01
Blur_s1,22.08,22.37,54.52,0.29,32.45
Blur_s1,24.15,23.82,55.01,0.34,30.86
Blur_s1,22.59,22.12,52.26,0.46,29.68
Blur_s1,22.08,21.84,56.12,0.24,34.04
Blur_s1,23.65,23.65,53.35,0.0,29.7
Blur_s1,23.38,23.54,53.59,0.16,30.22
Blur_s1,24.24,23.76,56.47,0.48,32.23
Blur_s1,23.73,23.2,56.8,0.54,33.07
Blur_s1,23.89,24.22,52.04,0.34,28.15
Blur_s1,23.91,22.08,54.69,1.83,30.78
Blur_s1,24.52,22.64,53.06,1.88,28.54
Blur_s1,23.1,22.26,53.15,0.84,30.04
Blur_s1,21.42,21.36,55.94,0.07,34.51
Blur_s1,22.84,22.02,56.32,0.82,33.48
Blur_s1,22.82,22.37,54.92,0.45,32.1
Blur_s1,22.66,22.45,53.91,0.2,31.25
Blur_s1,23.52,22.95,50.78,0.57,27.26
Blur_s1,23.26,22.63,54.25,0.63,30.99
Blur_s1,20.72,21.51,55.11,0.79,34.39
Blur_s1,22.39,22.55,52.95,0.16,30.56
Blur_s1,20.96,21.33,55.88,0.37,34.92
Blur_s1,23.81,22.96,54.38,0.85,30.57
Blur_s1,21.88,21.94,54.03,0.07,32.15
Blur_s1,25.14,24.59,53.18,0.55,28.05
Blur_s1,21.16,21.35,55.58,0.19,34.42
Blur_s1,22.79,22.81,54.56,0.02,31.77
Blur_s1,24.0,23.28,48.21,0.73,24.21
Blur_s1,23.56,22.91,55.4,0.65,31.84
Blur_s1,22.31,22.16,55.95,0.14,33.64
Blur_s1,24.04,22.85,54.26,1.19,30.21
Blur_s1,20.51,21.03,54.51,0.53,34.0
Blur_s1,21.6,21.67,54.91,0.07,33.31
Blur_s1,22.69,22.25,54.04,0.44,31.35
Blur_s1,22.55,22.67,51.47,0.12,28.92
Blur_s1,22.5,22.77,53.9,0.27,31.4
Blur_s1,23.9,23.01,56.35,0.89,32.45
Blur_s1,24.24,23.37,54.32,0.87,30.08
Blur_s1,22.67,22.31,54.61,0.36,31.94
Blur_s1,22.34,22.77,56.83,0.43,34.49
Blur_s1,23.21,22.88,54.33,0.33,31.12
Blur_s1,21.11,21.67,53.63,0.56,32.52
Blur_s1,21.82,21.45,55.17,0.37,33.35
Blur_s1,23.14,22.5,54.96,0.65,31.82
Blur_s1,21.18,21.61,55.6,0.43,34.42
Blur_s1,24.89,23.66,51.4,1.23,26.51
Blur_s1,23.65,22.55,54.99,1.1,31.34
Blur_s1,23.07,23.71,53.98,0.64,30.92
Blur_s1,23.04,22.54,50.79,0.5,27.74
Blur_s1,22.04,22.43,56.14,0.39,34.1
Blur_s1,23.71,22.57,54.58,1.13,30.87
Blur_s1,25.82,23.18,52.82,2.63,27.0
Blur_s1,21.94,21.98,55.86,0.04,33.92
Blur_s1,24.54,23.59,54.77,0.95,30.23
Blur_s1,23.54,22.8,54.03,0.74,30.49
Blur_s1,23.5,23.56,53.1,0.06,29.61
Blur_s1,21.82,22.31,54.47,0.49,32.65
Blur_s1,24.25,23.96,55.29,0.28,31.04
Blur_s1,21.56,22.09,55.11,0.53,33.55
Blur_s1,20.96,21.17,57.31,0.21,36.36
Blur_s1,23.66,22.24,53.82,1.42,30.15
Blur_s1,23.39,22.69,55.11,0.71,31.72
Blur_s1,25.06,23.64,54.84,1.42,29.78
Blur_s1,21.02,21.52,55.07,0.5,34.05
Blur_s1,24.5,24.36,53.89,0.14,29.39
Blur_s1,23.82,22.6,54.0,1.22,30.18
Blur_s1,24.46,23.78,47.77,0.68,23.31
Blur_s1,23.91,22.83,55.25,1.08,31.34
Blur_s1,22.92,23.16,54.51,0.24,31.58
Blur_s1,23.05,22.39,50.25,0.66,27.2
Blur_s1,24.75,24.66,50.15,0.08,25.4
Blur_s1,22.73,22.68,51.68,0.05,28.96
Blur_s1,23.13,23.38,56.12,0.25,32.99
Blur_s1,22.87,22.66,55.51,0.22,32.64
Blur_s1,22.74,22.54,52.73,0.2,29.99
Blur_s1,21.43,22.45,53.43,1.02,32.0
Blur_s1,24.55,23.87,52.02,0.68,27.47
Blur_s1,22.05,22.44,54.53,0.4,32.48
Blur_s1,23.45,23.18,53.31,0.28,29.86
Blur_s1,23.3,23.55,47.95,0.25,24.65
Blur_s1,23.19,23.16,54.14,0.03,30.96
Blur_s1,21.36,21.36,56.71,0.0,35.36
Blur_s1,23.84,23.34,54.5,0.5,30.67
Blur_s1,21.93,22.38,53.82,0.45,31.9
Blur_s1,23.68,23.75,53.47,0.07,29.79
Blur_s1,24.02,24.88,54.01,0.86,30.0
Blur_s1,24.6,23.48,51.37,1.12,26.78
Blur_s1,23.37,22.59,52.74,0.78,29.37
Blur_s1,24.38,23.37,53.27,1.02,28.88
Blur_s1,21.74,21.63,54.53,0.11,32.8
Blur_s1,21.05,21.45,56.92,0.4,35.87
Blur_s1,21.92,21.84,56.34,0.08,34.42
Blur_s1,23.33,23.2,51.94,0.13,28.6
Blur_s1,22.79,23.39,53.53,0.6,30.74
Blur_s1,24.52,22.7,51.26,1.81,26.74
Blur_s1,23.86,23.91,53.93,0.05,30.07
Blur_s1,23.7,23.34,53.57,0.36,29.87
Blur_s1,22.73,22.49,56.3,0.25,33.57
Blur_s1,23.0,22.46,53.26,0.53,30.26
